"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"(Lat,Long)"
"Northwest Africa 11838 **"|"Official"|"2017"|"(Northwest Africa)"|"LL6"|"2.49 kg"|" "
"Northwest Africa 11839 **"|"Official"|"2017"|"(Northwest Africa)"|"CM2"|"1.84 g"|" "
"Northwest Africa 11840 **"|"Official"|"2018"|"(Northwest Africa)"|"CM2"|"1.8 g"|" "
"Northwest Africa 11841 **"|"Official"|"2018"|"(Northwest Africa)"|"CM2"|"2.2 g"|" "
"Northwest Africa 11842"|"Official"|"2018"|"(Northwest Africa)"|"L6"|"13.4 kg"|" "
"Northwest Africa 11843 **"|"Official"|"2018"|"(Northwest Africa)"|"LL7"|"76 g"|" "
"Northwest Africa 11844 **"|"Official"|"2018"|"(Northwest Africa)"|"CO3"|"35 g"|" "
"Northwest Africa 11845 **"|"Official"|"2018"|"(Northwest Africa)"|"CV3"|"69 g"|" "
"Northwest Africa 11846 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-unbr"|"754 g"|" "
"Northwest Africa 11847 **"|"Official"|"2018"|"(Northwest Africa)"|"L5"|"2.1 kg"|" "
"Northwest Africa 11848 **"|"Official"|"2018"|"(Northwest Africa)"|"Lodranite"|"2.06 kg"|" "
"Northwest Africa 11849 **"|"Official"|"2018"|"(Northwest Africa)"|"L6-an"|"335 g"|" "
"Northwest Africa 11850 **"|"Official"|"2017"|"(Northwest Africa)"|"CV3"|"147 g"|" "
"Northwest Africa 11851 **"|"Official"|"2018"|"Mali"|"Lunar (feldsp. breccia)"|"227 g"|" "
"Northwest Africa 11852 **"|"Official"|"2018"|"(Northwest Africa)"|"LL7"|"45 g"|" "
"Northwest Africa 11853 **"|"Official"|"2011"|"(Northwest Africa)"|"Mesosiderite"|"270 g"|" "
"Northwest Africa 11854 **"|"Official"|"2005"|"(Northwest Africa)"|"CV3"|"6.9 g"|" "
"Northwest Africa 11855 **"|"Official"|"2017"|"(Northwest Africa)"|"H6"|"980 g"|" "
"Northwest Africa 11856 **"|"Official"|"2017"|"(Northwest Africa)"|"Eucrite"|"137 g"|" "
"Northwest Africa 11857 **"|"Official"|"2018"|"(Northwest Africa)"|"Diogenite"|"580 g"|" "
"Northwest Africa 11858 **"|"Official"|"2008"|"Morocco"|"Howardite"|"454 g"|" "
"Northwest Africa 11859 **"|"Official"|"2017"|"(Northwest Africa)"|"Iron, IAB-MG"|"78 kg"|" "
"Northwest Africa 11860 **"|"Official"|"2017"|"(Northwest Africa)"|"R3-5"|"520 g"|" "
"Northwest Africa 11861 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-pmict"|"538 g"|" "
"Northwest Africa 11862 **"|"Official"|"2005"|"(Northwest Africa)"|"H4/5"|"30.4 g"|" "
"Northwest Africa 11863 **"|"Official"|"2005"|"(Northwest Africa)"|"L6"|"24.9 g"|" "
"Northwest Africa 11864 **"|"Official"|"2005"|"(Northwest Africa)"|"L4"|"65.3 g"|" "
"Northwest Africa 11865 **"|"Official"|"2005"|"(Northwest Africa)"|"L6"|"23.5 g"|" "
"Northwest Africa 11866 **"|"Official"|"2018"|"(Northwest Africa)"|"Martian (shergottite)"|"23.3 g"|" "
"Northwest Africa 11867 **"|"Official"|"2005"|"(Northwest Africa)"|"L3-7"|"23.4 g"|" "
"Northwest Africa 11868 **"|"Official"|"2005"|"(Northwest Africa)"|"L6"|"80.2 g"|" "
"Northwest Africa 11869 **"|"Official"|"2005"|"(Northwest Africa)"|"L4"|"15.7 g"|" "
"Northwest Africa 11870 **"|"Official"|"2005"|"(Northwest Africa)"|"L5"|"30.9 g"|" "
"Northwest Africa 11871 **"|"Official"|"2018"|"Algeria"|"Lunar (feldsp. breccia)"|"21.9 g"|" "
"Northwest Africa 11872 **"|"Official"|"2007"|"(Northwest Africa)"|"L4"|"6.22 kg"|" "
"Northwest Africa 11873 **"|"Official"|"2008"|"(Northwest Africa)"|"LL3-6"|"7.63 kg"|" "
"Northwest Africa 11874"|"Official"|"2011"|"(Northwest Africa)"|"LL4"|"19.8 g"|" "
"Northwest Africa 11875"|"Official"|"2011"|"(Northwest Africa)"|"L6"|"235 g"|" "
"Northwest Africa 11876"|"Official"|"2011"|"(Northwest Africa)"|"LL6"|"203 g"|" "
"Northwest Africa 11877"|"Official"|"2008"|"(Northwest Africa)"|"L6"|"71.4 g"|" "
"Northwest Africa 11878"|"Official"|"2011"|"(Northwest Africa)"|"L4"|"75.5 g"|" "
"Northwest Africa 11879"|"Official"|"2011"|"(Northwest Africa)"|"H6"|"29 g"|" "
"Northwest Africa 11880 **"|"Official"|"2018"|"(Northwest Africa)"|"R3.5-4"|"32.9 g"|" "
"Northwest Africa 11881 **"|"Official"|"2018"|"(Northwest Africa)"|"L3"|"590 g"|" "
"Northwest Africa 11882"|"Official"|"2018"|"(Northwest Africa)"|"LL4"|"1200 g"|" "
"Northwest Africa 11883"|"Official"|"2018"|"(Northwest Africa)"|"H5"|"43.3 g"|" "
"Northwest Africa 11884"|"Official"|"2017"|"Morocco"|"L4"|"8.02 kg"|" "
"Northwest Africa 11885"|"Official"|"2017"|"(Northwest Africa)"|"H5"|"135 g"|" "
"Northwest Africa 11886 **"|"Official"|"2018"|"(Northwest Africa)"|"Lunar"|"36 g"|" "
"Northwest Africa 11887 **"|"Official"|"2015"|"(Northwest Africa)"|"Mesosiderite"|"61 g"|" "
"Northwest Africa 11888 **"|"Official"|"2017"|"(Northwest Africa)"|"Diogenite"|"307 g"|" "
"Northwest Africa 11889 **"|"Official"|"2017"|"(Northwest Africa)"|"CO3.1-an"|"75 g"|" "
"Northwest Africa 11890 **"|"Official"|"2016"|"(Northwest Africa)"|"Ureilite"|"150.2 g"|" "
"Northwest Africa 11891 **"|"Official"|"2016"|"(Northwest Africa)"|"Ureilite"|"290 g"|" "
"Northwest Africa 11892 **"|"Official"|"2016"|"(Northwest Africa)"|"Ureilite"|"2.13 kg"|" "
"Northwest Africa 11893 **"|"Official"|"2017"|"(Northwest Africa)"|"Ureilite"|"526 g"|" "
"Northwest Africa 11894 **"|"Official"|"2016"|"(Northwest Africa)"|"Ureilite"|"72.3 g"|" "
"Northwest Africa 11895 **"|"Official"|"1998"|"(Sahara)"|"H3-5"|"148 g"|" "
"Northwest Africa 11896 **"|"Official"|"2017"|"(Northwest Africa)"|"Martian (polymict breccia)"|"14 g"|" "
"Northwest Africa 11897 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-unbr"|"43.9 g"|" "
"Northwest Africa 11898 **"|"Official"|"2018"|"Mali"|"Lunar (feldsp. breccia)"|"768 g"|" "
"Northwest Africa 11899 **"|"Official"|"2017"|"Mali"|"Howardite"|"16 kg"|" "
"Northwest Africa 11900 **"|"Official"|"2017"|"Western Sahara"|"Ureilite"|"457 g"|" "
"Northwest Africa 11901 **"|"Official"|"2017"|"Western Sahara"|"Lodranite"|"662 g"|" "
"Northwest Africa 11903 **"|"Official"|"2016"|"(Northwest Africa)"|"H6"|"8 kg"|" "
"Northwest Africa 11904 **"|"Official"|"2018"|"(Northwest Africa)"|"CV3"|"4 kg"|" "
"Northwest Africa 11905 **"|"Official"|"2017"|"(Northwest Africa)"|"LL3.10-5"|"6.97 kg"|" "
"Northwest Africa 11906 **"|"Official"|"2018"|"(Northwest Africa)"|"CO3.0"|"84.8 g"|" "
"Northwest Africa 11907 **"|"Official"|"2018"|"(Northwest Africa)"|"LL3"|"1327 g"|" "
"Northwest Africa 11908 **"|"Official"|"2018"|"(Northwest Africa)"|"LL3"|"12.34 kg"|" "
"Northwest Africa 11909 **"|"Official"|"2018"|"(Northwest Africa)"|"Diogenite"|"590 g"|" "
"Northwest Africa 11911 **"|"Official"|"2013"|"Morocco"|"Eucrite-pmict"|"8.9 g"|" "
"Northwest Africa 11912 **"|"Official"|"2014"|"(Northwest Africa)"|"H5"|"142 g"|" "
"Northwest Africa 11913 **"|"Official"|"2013"|"(Northwest Africa)"|"H5"|"54.7 g"|" "
"Northwest Africa 11914 **"|"Official"|"2013"|"(Northwest Africa)"|"H5"|"60.4 g"|" "
"Northwest Africa 11915 **"|"Official"|"2013"|"(Northwest Africa)"|"LL4-6"|"718 g"|" "
"Northwest Africa 11916 **"|"Official"|"2014"|"(Northwest Africa)"|"Achondrite-ung"|"10.4 g"|" "
"Northwest Africa 11917 **"|"Official"|"2012"|"(Northwest Africa)"|"Winonaite"|"304 g"|" "
"Northwest Africa 11919 **"|"Official"|"2018"|"(Northwest Africa)"|"CM2"|"11 g"|" "
"Northwest Africa 11920 **"|"Official"|"2018"|"(Northwest Africa)"|"H5-melt breccia"|"4 g"|" "
"Northwest Africa 11921 **"|"Official"|"2018"|"(Northwest Africa)"|"Martian (polymict breccia)"|"7.7 g"|" "
"Northwest Africa 11922 **"|"Official"|"2018"|"(Northwest Africa)"|"L3-6"|"138 g"|" "
"Northwest Africa 11923 **"|"Official"|"2018"|"(Northwest Africa)"|"H3"|"252 g"|" "
"Northwest Africa 11924 **"|"Official"|"2018"|"(Northwest Africa)"|"H3"|"125 g"|" "
"Northwest Africa 11925 **"|"Official"|"2018"|"(Northwest Africa)"|"L3"|"67 g"|" "
"Northwest Africa 11926"|"Official"|"2018"|"(Northwest Africa)"|"H5"|"76 g"|" "
"Northwest Africa 11927 **"|"Official"|"2018"|"(Northwest Africa)"|"R3"|"592 g"|" "
"Northwest Africa 11928 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite"|"235 g"|" "
"Northwest Africa 11929"|"Official"|"2018"|"(Northwest Africa)"|"H5"|"964 g"|" "
"Northwest Africa 11930"|"Official"|"2018"|"(Northwest Africa)"|"L6"|"864 g"|" "
"Northwest Africa 11931"|"Official"|"2018"|"(Northwest Africa)"|"H5"|"63 g"|" "
"Northwest Africa 11932"|"Official"|"2018"|"(Northwest Africa)"|"LL6"|"250 g"|" "
"Northwest Africa 11933 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite"|"65.7 g"|" "
"Northwest Africa 11934 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-pmict"|"151.9 g"|" "
"Northwest Africa 11935 **"|"Official"|"2018"|"(Northwest Africa)"|"H4"|"662 g"|" "
"Northwest Africa 11936 **"|"Official"|"2018"|"(Northwest Africa)"|"H3"|"1430 g"|" "
"Northwest Africa 11937 **"|"Official"|"2018"|"(Northwest Africa)"|"CV3"|"25.1 g"|" "
"Northwest Africa 11938"|"Official"|"2018"|"(Northwest Africa)"|"H6"|"41.9 g"|" "
"Northwest Africa 11939"|"Official"|"2018"|"(Northwest Africa)"|"L6"|"152.4 g"|" "
"Northwest Africa 11940 **"|"Official"|"2018"|"(Northwest Africa)"|"L3"|"180 g"|" "
"Northwest Africa 11941 **"|"Official"|"2018"|"(Northwest Africa)"|"H4"|"267 g"|" "
"Northwest Africa 11942"|"Official"|"2018"|"(Northwest Africa)"|"L6"|"182.9 g"|" "
"Northwest Africa 11943"|"Official"|"2018"|"(Northwest Africa)"|"L5"|"321 g"|" "
"Northwest Africa 11944 **"|"Official"|"2018"|"(Northwest Africa)"|"LL4"|"397 g"|" "
"Northwest Africa 11945 **"|"Official"|"2018"|"(Northwest Africa)"|"Diogenite"|"1176 g"|" "
"Northwest Africa 11946 **"|"Official"|"2018"|"(Northwest Africa)"|"CV3"|"59 g"|" "
"Northwest Africa 11947 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite"|"70 g"|" "
"Northwest Africa 11948 **"|"Official"|"2018"|"(Northwest Africa)"|"LL4-6"|"260 g"|" "
"Northwest Africa 11949 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite"|"280 g"|" "
"Northwest Africa 11950 **"|"Official"|"2007"|"(Northwest Africa)"|"Ureilite"|"1645 g"|" "
"Northwest Africa 11951 **"|"Official"|"2014"|"(Northwest Africa)"|"Ureilite"|"205 g"|" "
"Northwest Africa 11952 **"|"Official"|"2005"|"(Northwest Africa)"|"L3/4"|"22 g"|" "
"Northwest Africa 11953 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-mmict"|"1160 g"|" "
"Northwest Africa 11954 **"|"Official"|"2017"|"(Northwest Africa)"|"LL3"|"270 g"|" "
"Northwest Africa 11955 **"|"Official"|"2018"|"(Northwest Africa)"|"Martian (shergottite)"|"272 g"|" "
"Northwest Africa 11956 **"|"Official"|"2015"|"(Northwest Africa)"|"Ureilite"|"720 g"|" "
"Northwest Africa 11957 **"|"Official"|"2018"|"(Northwest Africa)"|"CV3"|"251 g"|" "
"Northwest Africa 11958 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-mmict"|"2.11 kg"|" "
"Northwest Africa 11959 **"|"Official"|"2018"|"(Northwest Africa)"|"L4"|"519 g"|" "
"Northwest Africa 11960 **"|"Official"|"2018"|"(Northwest Africa)"|"Lodranite"|"1265 g"|" "
"Northwest Africa 11961 **"|"Official"|"2018"|"(Northwest Africa)"|"C3-ung"|"324 g"|" "
"Northwest Africa 11962 **"|"Official"|"2013"|"(Northwest Africa)"|"Lunar"|"85.8 g"|" "
"Northwest Africa 11963 **"|"Official"|"2015"|"(Northwest Africa)"|"LL6"|"73 g"|" "
"Northwest Africa 11964 **"|"Official"|"2017"|"(Northwest Africa)"|"Howardite"|"1250 g"|" "
"Northwest Africa 11965 **"|"Official"|"2018"|"(Northwest Africa)"|"CM2"|"57.3 g"|" "
"Northwest Africa 11966 **"|"Official"|"2015"|"(Northwest Africa)"|"Lunar (Feldsp. Breccia)"|"157.1 g"|" "
"Northwest Africa 11967 **"|"Official"|"2015"|"(Northwest Africa)"|"LL3"|"2.35 kg"|" "
"Northwest Africa 11968 **"|"Official"|"2015"|"(Northwest Africa)"|"Lunar (Feldsp. Breccia)"|"428 g"|" "
"Northwest Africa 11969 **"|"Official"|"2015"|"(Northwest Africa)"|"Eucrite-unbr"|"942 g"|" "
"Northwest Africa 11970 **"|"Official"|"2016"|"(Northwest Africa)"|"Lodranite"|"180.9 g"|" "
"Northwest Africa 11971"|"Official"|"2011"|"(Northwest Africa)"|"H~5"|"105 g"|" "
"Northwest Africa 11972"|"Official"|"2018"|"Morocco"|"H~5"|"2.88 kg"|" "
"Northwest Africa 11973 **"|"Official"|"2015"|"(Northwest Africa)"|"H~5"|"335 g"|" "
"Northwest Africa 11974 **"|"Official"|"2018"|"(Northwest Africa)"|"H~5"|"73.7 g"|" "
"Northwest Africa 11975 **"|"Official"|"2017"|"(Northwest Africa)"|"LL~5"|"95.8 g"|" "
"Northwest Africa 11976 **"|"Official"|"2017"|"(Northwest Africa)"|"LL3"|"78.6 g"|" "
"Northwest Africa 11977 **"|"Official"|"2017"|"(Northwest Africa)"|"CV3"|"72.9 g"|" "
"Northwest Africa 11978 **"|"Official"|"2015"|"(Northwest Africa)"|"L3-6"|"1159 g"|" "
"Northwest Africa 11979 **"|"Official"|"2015"|"(Northwest Africa)"|"H~6"|"78.1 g"|" "
"Northwest Africa 11980 **"|"Official"|"2017"|"(Northwest Africa)"|"L5"|"1370 g"|" "
"Northwest Africa 11981 **"|"Official"|"2005"|"(Northwest Africa)"|"H4"|"1343 g"|" "
"Northwest Africa 11982 **"|"Official"|"2005"|"(Northwest Africa)"|"L5"|"194 g"|" "
"Northwest Africa 11983 **"|"Official"|"2005"|"(Northwest Africa)"|"L3-6"|"193.1 g"|" "
"Northwest Africa 11984 **"|"Official"|"2005"|"(Northwest Africa)"|"L6"|"134.6 g"|" "
"Northwest Africa 11985 **"|"Official"|"2005"|"(Northwest Africa)"|"L5"|"108.7 g"|" "
"Northwest Africa 11986 **"|"Official"|"2005"|"(Northwest Africa)"|"L4"|"105.4 g"|" "
"Northwest Africa 11987 **"|"Official"|"2005"|"(Northwest Africa)"|"L3"|"98.5 g"|" "
"Northwest Africa 11988 **"|"Official"|"2005"|"(Northwest Africa)"|"L3-6"|"87.6 g"|" "
"Northwest Africa 11989 **"|"Official"|"2005"|"(Northwest Africa)"|"L3-6"|"40.5 g"|" "
"Northwest Africa 11990 **"|"Official"|"2005"|"(Northwest Africa)"|"L3"|"25.5 g"|" "
"Northwest Africa 11991 **"|"Official"|"2018"|"(Northwest Africa)"|"LL3"|"1020 g"|" "
"Northwest Africa 11992 **"|"Official"|"2007"|"(Northwest Africa)"|"LL3"|"337 g"|" "
"Northwest Africa 11993 **"|"Official"|"2006"|"(Northwest Africa)"|"Ureilite"|"245 g"|" "
"Northwest Africa 11994 **"|"Official"|"2017"|"(Northwest Africa)"|"L3"|"2.16 kg"|" "
"Northwest Africa 11995 **"|"Official"|"2012"|"(Northwest Africa)"|"H6"|"7.21 kg"|" "
"Northwest Africa 11996 **"|"Official"|"2017"|"(Northwest Africa)"|"CO3"|"960 g"|" "
"Northwest Africa 11997 **"|"Official"|"2018"|"Morocco"|"Howardite"|"30.2 g"|" "
"Northwest Africa 11998 **"|"Official"|"2017"|"(Northwest Africa)"|"Eucrite"|"2.24 kg"|" "
"Northwest Africa 11999 **"|"Official"|"2011"|"(Northwest Africa)"|"Eucrite"|"294 g"|" "
"Northwest Africa 12000 **"|"Official"|"2017"|"Morocco"|"Iron, IIAB"|"225 g"|" "
"Northwest Africa 12001 **"|"Official"|"2018"|"Morocco"|"H5"|"5.23 kg"|" "
"Northwest Africa 12002 **"|"Official"|"2017"|"Morocco"|"Martian (shergottite)"|"5 g"|" "
"Northwest Africa 12003 **"|"Official"|"2018"|"Morocco"|"CK6"|"47 g"|" "
"Northwest Africa 12004 **"|"Official"|"2018"|"Morocco"|"Angrite"|"183 g"|" "
"Northwest Africa 12005 **"|"Official"|"2017"|"(Northwest Africa)"|"LL6"|"223 g"|" "
"Northwest Africa 12006 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-br"|"630 g"|" "
"Northwest Africa 12007 **"|"Official"|"2018"|"(Northwest Africa)"|"LL6"|"155.6 g"|" "
"Northwest Africa 12008 **"|"Official"|"2018"|"Morocco"|"Lunar (basalt)"|"577 g"|" "
"Northwest Africa 12009 **"|"Official"|"2017"|"(Northwest Africa)"|"LL3"|"5.75 kg"|" "
"Northwest Africa 12010 **"|"Official"|"2018"|"(Northwest Africa)"|"H6"|"483 g"|" "
"Northwest Africa 12011 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-mmict"|"2.84 kg"|" "
"Northwest Africa 12012 **"|"Official"|"2018"|"(Northwest Africa)"|"L3"|"870 g"|" "
"Northwest Africa 12013 **"|"Official"|"2018"|"(Northwest Africa)"|"CV3"|"332 g"|" "
"Northwest Africa 12014 **"|"Official"|"2017"|"(Northwest Africa)"|"H6"|"43 g"|" "
"Northwest Africa 12015 **"|"Official"|"2007"|"(Northwest Africa)"|"LL6"|"1025 g"|" "
"Northwest Africa 12016 **"|"Official"|"2005"|"(Northwest Africa)"|"LL6"|"1035 g"|" "
"Northwest Africa 12017 **"|"Official"|"2008"|"(Northwest Africa)"|"LL4"|"130.8 g"|" "
"Northwest Africa 12018 **"|"Official"|"2012"|"(Northwest Africa)"|"H6"|"192.4 g"|" "
"Northwest Africa 12019 **"|"Official"|"2012"|"(Northwest Africa)"|"H4"|"48.9 g"|" "
"Northwest Africa 12020 **"|"Official"|"2017"|"(Northwest Africa)"|"LL6"|"576 g"|" "
"Northwest Africa 12022"|"Official"|"2016"|"Algeria"|"H5"|"439 g"|" "
"Northwest Africa 12023"|"Official"|"2016"|"Algeria"|"H4"|"408 g"|" "
"Northwest Africa 12024"|"Official"|"2016"|"Algeria"|"H4"|"181 g"|" "
"Northwest Africa 12025"|"Official"|"2016"|"Algeria"|"L4"|"362 g"|" "
"Northwest Africa 12026"|"Official"|"2016"|"Algeria"|"L5"|"348 g"|" "
"Northwest Africa 12027"|"Official"|"2016"|"Algeria"|"H4"|"359 g"|" "
"Northwest Africa 12028"|"Official"|"2016"|"Algeria"|"H4"|"241 g"|" "
"Northwest Africa 12029"|"Official"|"2016"|"Algeria"|"H4"|"222 g"|" "
"Northwest Africa 12030"|"Official"|"2016"|"Algeria"|"H5"|"161 g"|" "
"Northwest Africa 12031"|"Official"|"2016"|"Algeria"|"H4"|"138.4 g"|" "
"Northwest Africa 12032"|"Official"|"2016"|"Algeria"|"H4"|"277 g"|" "
"Northwest Africa 12033"|"Official"|"2016"|"Algeria"|"H5"|"182.1 g"|" "
"Northwest Africa 12034"|"Official"|"2016"|"Algeria"|"L5"|"342 g"|" "
"Northwest Africa 12035"|"Official"|"2016"|"Algeria"|"H4"|"87.3 g"|" "
"Northwest Africa 12036"|"Official"|"2016"|"Algeria"|"H5"|"116.5 g"|" "
"Northwest Africa 12037"|"Official"|"2016"|"Algeria"|"H4"|"94.2 g"|" "
"Northwest Africa 12038"|"Official"|"2016"|"Algeria"|"H5"|"131.9 g"|" "
"Northwest Africa 12039"|"Official"|"2016"|"Algeria"|"H4"|"199.2 g"|" "
"Northwest Africa 12040"|"Official"|"2016"|"Algeria"|"H5"|"91.6 g"|" "
"Northwest Africa 12041"|"Official"|"2016"|"Algeria"|"H5"|"11.4 g"|" "
"Northwest Africa 12042"|"Official"|"2016"|"Algeria"|"H4"|"125.5 g"|" "
"Northwest Africa 12043"|"Official"|"2016"|"Algeria"|"H6"|"61.6 g"|" "
"Northwest Africa 12044"|"Official"|"2016"|"Algeria"|"H5"|"173.6 g"|" "
"Northwest Africa 12045"|"Official"|"2016"|"Algeria"|"H6"|"62.7 g"|" "
"Northwest Africa 12046"|"Official"|"2016"|"Algeria"|"H5"|"99.9 g"|" "
"Northwest Africa 12047"|"Official"|"2016"|"Algeria"|"H6"|"85.9 g"|" "
"Northwest Africa 12048"|"Official"|"2016"|"Algeria"|"H5"|"30.8 g"|" "
"Northwest Africa 12049"|"Official"|"2016"|"Algeria"|"H6"|"172.9 g"|" "
"Northwest Africa 12050"|"Official"|"2016"|"Algeria"|"H5"|"36.9 g"|" "
"Northwest Africa 12051"|"Official"|"2016"|"Algeria"|"L6"|"27.8 g"|" "
"Northwest Africa 12052"|"Official"|"2016"|"Algeria"|"H5"|"85 g"|" "
"Northwest Africa 12053"|"Official"|"2016"|"Algeria"|"H6"|"37.8 g"|" "
"Northwest Africa 12054"|"Official"|"2016"|"Algeria"|"H5"|"25.8 g"|" "
"Northwest Africa 12055"|"Official"|"2016"|"Algeria"|"H5"|"43.8 g"|" "
"Northwest Africa 12056"|"Official"|"2016"|"Algeria"|"H4"|"118 g"|" "
"Northwest Africa 12057"|"Official"|"2016"|"Algeria"|"H4"|"75.9 g"|" "
"Northwest Africa 12058"|"Official"|"2016"|"Algeria"|"H5"|"27 g"|" "
"Northwest Africa 12059"|"Official"|"2016"|"Algeria"|"L6"|"59.5 g"|" "
"Northwest Africa 12060"|"Official"|"2016"|"Algeria"|"H5"|"22.1 g"|" "
"Northwest Africa 12061"|"Official"|"2016"|"Algeria"|"H5"|"41.5 g"|" "
"Northwest Africa 12062"|"Official"|"2016"|"Algeria"|"H5"|"56.3 g"|" "
"Northwest Africa 12063"|"Official"|"2016"|"Algeria"|"H5"|"67.8 g"|" "
"Northwest Africa 12064"|"Official"|"2016"|"Algeria"|"H5"|"71.2 g"|" "
"Northwest Africa 12065"|"Official"|"2016"|"Algeria"|"H6"|"23.8 g"|" "
"Northwest Africa 12066"|"Official"|"2016"|"Algeria"|"L5"|"519 g"|" "
"Northwest Africa 12067"|"Official"|"2016"|"Algeria"|"H5"|"62.1 g"|" "
"Northwest Africa 12068"|"Official"|"2016"|"Algeria"|"H6"|"56.6 g"|" "
"Northwest Africa 12069"|"Official"|"2016"|"Algeria"|"L6"|"243 g"|" "
"Northwest Africa 12070"|"Official"|"2016"|"Algeria"|"L5"|"278 g"|" "
"Northwest Africa 12071"|"Official"|"2016"|"Algeria"|"H4"|"80.4 g"|" "
"Northwest Africa 12072"|"Official"|"2016"|"Algeria"|"H6"|"128.7 g"|" "
"Northwest Africa 12073"|"Official"|"2016"|"Algeria"|"L5"|"120.1 g"|" "
"Northwest Africa 12074"|"Official"|"2016"|"Algeria"|"H5"|"175.4 g"|" "
"Northwest Africa 12075"|"Official"|"2016"|"Algeria"|"H6"|"102 g"|" "
"Northwest Africa 12076"|"Official"|"2016"|"Algeria"|"H5"|"173.5 g"|" "
"Northwest Africa 12077"|"Official"|"2016"|"Algeria"|"H6"|"89.2 g"|" "
"Northwest Africa 12078"|"Official"|"2016"|"Algeria"|"H4"|"167.3 g"|" "
"Northwest Africa 12079"|"Official"|"2016"|"Algeria"|"H5"|"97.7 g"|" "
"Northwest Africa 12080"|"Official"|"2016"|"Algeria"|"H5"|"226 g"|" "
"Northwest Africa 12081"|"Official"|"2016"|"Algeria"|"L6"|"265 g"|" "
"Northwest Africa 12082"|"Official"|"2016"|"Algeria"|"H6"|"14.6 g"|" "
"Northwest Africa 12083"|"Official"|"2016"|"Algeria"|"H5"|"399 g"|" "
"Northwest Africa 12084"|"Official"|"2016"|"Algeria"|"H6"|"165 g"|" "
"Northwest Africa 12085"|"Official"|"2016"|"Algeria"|"H4"|"119.3 g"|" "
"Northwest Africa 12086"|"Official"|"2016"|"Algeria"|"H6"|"39.8 g"|" "
"Northwest Africa 12087"|"Official"|"2016"|"Algeria"|"H6"|"44.2 g"|" "
"Northwest Africa 12088"|"Official"|"2016"|"Algeria"|"H6"|"172 g"|" "
"Northwest Africa 12089"|"Official"|"2016"|"Algeria"|"H5"|"30.1 g"|" "
"Northwest Africa 12090"|"Official"|"2016"|"Algeria"|"H6"|"118.4 g"|" "
"Northwest Africa 12091"|"Official"|"2016"|"Algeria"|"H5"|"27.9 g"|" "
"Northwest Africa 12092"|"Official"|"2016"|"Algeria"|"LL5"|"136.6 g"|" "
"Northwest Africa 12093"|"Official"|"2016"|"Algeria"|"H6"|"21.2 g"|" "
"Northwest Africa 12094"|"Official"|"2016"|"Algeria"|"H5"|"9.3 g"|" "
"Northwest Africa 12095"|"Official"|"2016"|"Algeria"|"H5"|"11 g"|" "
"Northwest Africa 12096"|"Official"|"2016"|"Algeria"|"L6"|"284 g"|" "
"Northwest Africa 12097"|"Official"|"2016"|"Algeria"|"H4"|"45.1 g"|" "
"Northwest Africa 12098"|"Official"|"2016"|"Algeria"|"H4"|"97 g"|" "
"Northwest Africa 12099"|"Official"|"2016"|"Algeria"|"H5"|"8.8 g"|" "
"Northwest Africa 12100"|"Official"|"2016"|"Algeria"|"H5"|"33 g"|" "
"Northwest Africa 12101"|"Official"|"2016"|"Algeria"|"L5"|"30.2 g"|" "
"Northwest Africa 12102"|"Official"|"2016"|"Algeria"|"H5"|"46.3 g"|" "
"Northwest Africa 12103"|"Official"|"2016"|"Algeria"|"H6"|"40.2 g"|" "
"Northwest Africa 12104"|"Official"|"2016"|"Algeria"|"H5"|"11.6 g"|" "
"Northwest Africa 12105"|"Official"|"2016"|"Algeria"|"H6"|"270 g"|" "
"Northwest Africa 12106"|"Official"|"2016"|"Algeria"|"H5"|"43.7 g"|" "
"Northwest Africa 12107"|"Official"|"2016"|"Algeria"|"H5"|"166.6 g"|" "
"Northwest Africa 12108"|"Official"|"2016"|"Algeria"|"H5"|"28.6 g"|" "
"Northwest Africa 12109"|"Official"|"2016"|"Algeria"|"H6"|"14 g"|" "
"Northwest Africa 12110"|"Official"|"2016"|"Algeria"|"H5"|"10.9 g"|" "
"Northwest Africa 12111"|"Official"|"2016"|"Algeria"|"L6"|"22.5 g"|" "
"Northwest Africa 12112"|"Official"|"2016"|"Algeria"|"H4"|"251 g"|" "
"Northwest Africa 12113"|"Official"|"2016"|"Algeria"|"H4"|"42.8 g"|" "
"Northwest Africa 12114"|"Official"|"2016"|"Algeria"|"H6"|"18 g"|" "
"Northwest Africa 12115"|"Official"|"2016"|"Algeria"|"H4"|"273 g"|" "
"Northwest Africa 12116"|"Official"|"2016"|"Algeria"|"H4"|"105.7 g"|" "
