"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Yamato 86546"|"Official"|"1986"|"Antarctica"|"H4"|"0.42 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86547"|"Official"|"1986"|"Antarctica"|"H4"|"2.12 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86548"|"Official"|"1986"|"Antarctica"|"H4"|"1.74 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86549"|"Official"|"1986"|"Antarctica"|"H4"|"1.45 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86550"|"Official"|"1986"|"Antarctica"|"H4"|"1.27 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86551"|"Official"|"1986"|"Antarctica"|"H4"|"1.16 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86552"|"Official"|"1986"|"Antarctica"|"H4"|"0.85 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86553"|"Official"|"1986"|"Antarctica"|"H4"|"2.34 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86554"|"Official"|"1986"|"Antarctica"|"H4"|"1.35 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86555"|"Official"|"1986"|"Antarctica"|"H4"|"0.64 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86556"|"Official"|"1986"|"Antarctica"|"H4"|"1.1 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86557"|"Official"|"1986"|"Antarctica"|"H4"|"0.66 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86558"|"Official"|"1986"|"Antarctica"|"H4"|"1.23 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86559"|"Official"|"1986"|"Antarctica"|"H4"|"1 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86560"|"Official"|"1986"|"Antarctica"|"H4"|"1.32 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86561"|"Official"|"1986"|"Antarctica"|"H4"|"2.06 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86562"|"Official"|"1986"|"Antarctica"|"H4"|"1.68 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86563"|"Official"|"1986"|"Antarctica"|"H4"|"1.21 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86564"|"Official"|"1986"|"Antarctica"|"H4"|"0.64 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86565"|"Official"|"1986"|"Antarctica"|"H4"|"1.25 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86566"|"Official"|"1986"|"Antarctica"|"H4"|"0.8 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86567"|"Official"|"1986"|"Antarctica"|"H4"|"2.03 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86568"|"Official"|"1986"|"Antarctica"|"H4"|"1.12 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86569"|"Official"|"1986"|"Antarctica"|"H4"|"0.98 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86570"|"Official"|"1986"|"Antarctica"|"H4"|"0.76 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86571"|"Official"|"1986"|"Antarctica"|"H4"|"1 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86572"|"Official"|"1986"|"Antarctica"|"H4"|"2.62 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86573"|"Official"|"1986"|"Antarctica"|"H4"|"1.79 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86574"|"Official"|"1986"|"Antarctica"|"H4"|"1.66 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86575"|"Official"|"1986"|"Antarctica"|"H4"|"2.03 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86576"|"Official"|"1986"|"Antarctica"|"H4"|"2.06 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86577"|"Official"|"1986"|"Antarctica"|"H4"|"1.25 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86578"|"Official"|"1986"|"Antarctica"|"H4"|"1.21 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86579"|"Official"|"1986"|"Antarctica"|"H4"|"1 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86580"|"Official"|"1986"|"Antarctica"|"H4"|"1.09 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86581"|"Official"|"1986"|"Antarctica"|"H4"|"1.17 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86582"|"Official"|"1986"|"Antarctica"|"H4"|"1.78 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86583"|"Official"|"1986"|"Antarctica"|"H4"|"1.93 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86584"|"Official"|"1986"|"Antarctica"|"H4"|"1.5 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86585"|"Official"|"1986"|"Antarctica"|"H4"|"1.59 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86586"|"Official"|"1986"|"Antarctica"|"H4"|"1.91 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86587"|"Official"|"1986"|"Antarctica"|"H4"|"1.33 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86588"|"Official"|"1986"|"Antarctica"|"H4"|"0.93 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86589"|"Official"|"1986"|"Antarctica"|"H4"|"1.33 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86590"|"Official"|"1986"|"Antarctica"|"H4"|"0.66 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86591"|"Official"|"1986"|"Antarctica"|"H4"|"1.87 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86592"|"Official"|"1986"|"Antarctica"|"H4"|"2.67 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86593"|"Official"|"1986"|"Antarctica"|"H4"|"2.76 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86594"|"Official"|"1986"|"Antarctica"|"H4"|"2.29 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86595"|"Official"|"1986"|"Antarctica"|"H4"|"3.41 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86596"|"Official"|"1986"|"Antarctica"|"H4"|"1.84 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86597"|"Official"|"1986"|"Antarctica"|"H4"|"3.12 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86598"|"Official"|"1986"|"Antarctica"|"H4"|"2.09 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86599"|"Official"|"1986"|"Antarctica"|"H4"|"1.48 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86600"|"Official"|"1986"|"Antarctica"|"H4"|"1.49 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86601"|"Official"|"1986"|"Antarctica"|"H4"|"1.44 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86602"|"Official"|"1986"|"Antarctica"|"H4"|"2.04 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86603"|"Official"|"1986"|"Antarctica"|"H4"|"1.45 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86604"|"Official"|"1986"|"Antarctica"|"H4"|"1.64 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86605"|"Official"|"1986"|"Antarctica"|"H4"|"1.61 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86606"|"Official"|"1986"|"Antarctica"|"H4"|"0.7 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86607"|"Official"|"1986"|"Antarctica"|"H4"|"1.33 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86608"|"Official"|"1986"|"Antarctica"|"H4"|"1.22 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86609"|"Official"|"1986"|"Antarctica"|"H4"|"1.27 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86610"|"Official"|"1986"|"Antarctica"|"H4"|"1.01 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86611"|"Official"|"1986"|"Antarctica"|"H4"|"0.97 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86612"|"Official"|"1986"|"Antarctica"|"H4"|"0.8 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86613"|"Official"|"1986"|"Antarctica"|"H4"|"1.24 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86614"|"Official"|"1986"|"Antarctica"|"H4"|"0.99 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86615"|"Official"|"1986"|"Antarctica"|"H4"|"1.03 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86616"|"Official"|"1986"|"Antarctica"|"H4"|"0.77 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86617"|"Official"|"1986"|"Antarctica"|"H4"|"0.77 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86618"|"Official"|"1986"|"Antarctica"|"H4"|"1.17 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86619"|"Official"|"1986"|"Antarctica"|"H4"|"0.82 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86620"|"Official"|"1986"|"Antarctica"|"H4"|"1.01 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86621"|"Official"|"1986"|"Antarctica"|"H4"|"0.85 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86622"|"Official"|"1986"|"Antarctica"|"H4"|"0.84 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86623"|"Official"|"1986"|"Antarctica"|"H4"|"0.9 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86624"|"Official"|"1986"|"Antarctica"|"H4"|"0.87 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86625"|"Official"|"1986"|"Antarctica"|"H4"|"0.85 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86626"|"Official"|"1986"|"Antarctica"|"H4"|"0.68 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86627"|"Official"|"1986"|"Antarctica"|"H4"|"0.93 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86628"|"Official"|"1986"|"Antarctica"|"H4"|"0.75 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86629"|"Official"|"1986"|"Antarctica"|"H4"|"0.65 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86630"|"Official"|"1986"|"Antarctica"|"H4"|"27.6 g"|"J16 NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86631"|"Official"|"1986"|"Antarctica"|"L3.8"|"33.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86632 **"|"Official"|"1986"|"Antarctica"|"L3.6"|"96.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86633"|"Official"|"1986"|"Antarctica"|"C4"|"3.96 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86634"|"Official"|"1986"|"Antarctica"|"H5"|"27.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86635"|"Official"|"1986"|"Antarctica"|"H6"|"121.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86636"|"Official"|"1986"|"Antarctica"|"H5"|"82.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86637"|"Official"|"1986"|"Antarctica"|"H4"|"298 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86638"|"Official"|"1986"|"Antarctica"|"H4"|"130.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86639"|"Official"|"1986"|"Antarctica"|"H4"|"13.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86640"|"Official"|"1986"|"Antarctica"|"H4"|"3.46 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86677"|"Official"|"1986"|"Antarctica"|"H6"|"31.8 g"|"J26 NIPR"|" "
"Yamato 86686"|"Official"|"1986"|"Antarctica"|"CM2"|"27 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86687"|"Official"|"1986"|"Antarctica"|"CM2"|"0.97 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86688"|"Official"|"1986"|"Antarctica"|"CM2"|"0.66 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86689"|"Official"|"1986"|"Antarctica"|"L6"|"264 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86690"|"Official"|"1986"|"Antarctica"|"CM2"|"9.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86691"|"Official"|"1986"|"Antarctica"|"L6"|"104.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86692"|"Official"|"1986"|"Antarctica"|"LL6"|"19.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86693"|"Official"|"1986"|"Antarctica"|"CM2"|"16.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86694"|"Official"|"1986"|"Antarctica"|"CM2"|"4.91 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86695"|"Official"|"1986"|"Antarctica"|"CM2"|"59.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86696"|"Official"|"1986"|"Antarctica"|"CM2"|"12.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86697"|"Official"|"1986"|"Antarctica"|"CM2"|"6.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86698"|"Official"|"1986"|"Antarctica"|"CM2"|"6.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86699"|"Official"|"1986"|"Antarctica"|"CM2"|"6.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86700"|"Official"|"1986"|"Antarctica"|"CM2"|"6.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86701"|"Official"|"1986"|"Antarctica"|"CM2"|"4.46 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86702"|"Official"|"1986"|"Antarctica"|"CM2"|"3.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86703"|"Official"|"1986"|"Antarctica"|"CM2"|"1.69 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86704"|"Official"|"1986"|"Antarctica"|"CM2"|"1.49 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86705"|"Official"|"1986"|"Antarctica"|"L3.9"|"203 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86706"|"Official"|"1986"|"Antarctica"|"L3.8"|"42 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86707"|"Official"|"1986"|"Antarctica"|"H4"|"10.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86708"|"Official"|"1986"|"Antarctica"|"H5"|"118.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86709"|"Official"|"1986"|"Antarctica"|"L6"|"3.08 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86710"|"Official"|"1986"|"Antarctica"|"H4"|"20.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86711"|"Official"|"1986"|"Antarctica"|"LL3.4"|"37.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86712"|"Official"|"1986"|"Antarctica"|"L3.5"|"724 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86713"|"Official"|"1986"|"Antarctica"|"LL6"|"18.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86714"|"Official"|"1986"|"Antarctica"|"H5"|"11.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86715"|"Official"|"1986"|"Antarctica"|"H4"|"31.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86716"|"Official"|"1986"|"Antarctica"|"CM2"|"1.61 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86717"|"Official"|"1986"|"Antarctica"|"L6"|"14.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86718"|"Official"|"1986"|"Antarctica"|"L5"|"95.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86719"|"Official"|"1986"|"Antarctica"|"L4"|"68.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86720"|"Official"|"1986"|"Antarctica"|"C2-ung"|"859 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86721"|"Official"|"1986"|"Antarctica"|"L6"|"1.74 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86722"|"Official"|"1986"|"Antarctica"|"LL6"|"79 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86723"|"Official"|"1986"|"Antarctica"|"LL6"|"2.57 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86724"|"Official"|"1986"|"Antarctica"|"L6"|"1.54 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86725"|"Official"|"1986"|"Antarctica"|"LL6"|"3.97 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86726"|"Official"|"1986"|"Antarctica"|"L6"|"8.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86727"|"Official"|"1986"|"Antarctica"|"LL6"|"1.43 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86728"|"Official"|"1986"|"Antarctica"|"LL6"|"2.56 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86729"|"Official"|"1986"|"Antarctica"|"L6"|"11.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86730"|"Official"|"1986"|"Antarctica"|"LL6"|"6.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86731"|"Official"|"1986"|"Antarctica"|"L6"|"4.43 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86732"|"Official"|"1986"|"Antarctica"|"L6"|"4.63 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86733"|"Official"|"1986"|"Antarctica"|"LL6"|"3.07 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86734"|"Official"|"1986"|"Antarctica"|"L5"|"4.13 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86735"|"Official"|"1986"|"Antarctica"|"L6"|"1.82 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86736"|"Official"|"1986"|"Antarctica"|"CM2"|"3.09 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86737"|"Official"|"1986"|"Antarctica"|"CI1"|"2.81 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86738"|"Official"|"1986"|"Antarctica"|"H5"|"1.75 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86739"|"Official"|"1986"|"Antarctica"|"LL6"|"3.42 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86740"|"Official"|"1986"|"Antarctica"|"L6"|"1.94 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86741"|"Official"|"1986"|"Antarctica"|"LL6"|"5.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86742"|"Official"|"1986"|"Antarctica"|"L6"|"66.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86743"|"Official"|"1986"|"Antarctica"|"L4/5"|"13.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86744"|"Official"|"1986"|"Antarctica"|"L6"|"1.58 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86745"|"Official"|"1986"|"Antarctica"|"L/LL"|"11.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86746"|"Official"|"1986"|"Antarctica"|"H4"|"6.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86747"|"Official"|"1986"|"Antarctica"|"H4"|"3.63 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86748"|"Official"|"1986"|"Antarctica"|"H5"|"595 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86749"|"Official"|"1986"|"Antarctica"|"H4"|"21.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86750"|"Official"|"1986"|"Antarctica"|"H5"|"3.99 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86751"|"Official"|"1986"|"Antarctica"|"CV3"|"197.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86752"|"Official"|"1986"|"Antarctica"|"CV3"|"10.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86753"|"Official"|"1986"|"Antarctica"|"L4"|"7.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86754"|"Official"|"1986"|"Antarctica"|"L6"|"136.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86755"|"Official"|"1986"|"Antarctica"|"L6"|"11 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86756"|"Official"|"1986"|"Antarctica"|"L6"|"26.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86758"|"Official"|"1986"|"Antarctica"|"L6"|"3.45 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86759"|"Official"|"1986"|"Antarctica"|"L6"|"9.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86760"|"Official"|"1986"|"Antarctica"|"EH-imp melt"|"7.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86761"|"Official"|"1986"|"Antarctica"|"L6"|"5.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86762"|"Official"|"1986"|"Antarctica"|"Eucrite-pmict"|"27.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86763"|"Official"|"1986"|"Antarctica"|"Eucrite-cm"|"10.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86767"|"Official"|"1986"|"Antarctica"|"C"|"2.86 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86770"|"Official"|"1986"|"Antarctica"|"C"|"94.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86771"|"Official"|"1986"|"Antarctica"|"C"|"38.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86772"|"Official"|"1986"|"Antarctica"|"C"|"81 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86773"|"Official"|"1986"|"Antarctica"|"C"|"28.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86776"|"Official"|"1986"|"Antarctica"|"LL4"|"397 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86777"|"Official"|"1986"|"Antarctica"|"L6"|"80.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86779"|"Official"|"1986"|"Antarctica"|"L6"|"15.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86787"|"Official"|"1986"|"Antarctica"|"L6"|"4.77 kg"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86789"|"Official"|"1986"|"Antarctica"|"C2-ung"|"340 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86795"|"Official"|"1986"|"Antarctica"|"Howardite"|"9.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86796"|"Official"|"1986"|"Antarctica"|"H6"|"6.14 kg"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86808"|"Official"|"1986"|"Antarctica"|"Diogenite"|"16.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 86810"|"Official"|"1986"|"Antarctica"|"Diogenite"|"55.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 87262"|"Official"|"1987"|"Antarctica"|"H6"|"69 g"|" NIPR"|" "
"Yamato 9201"|"Official"|"1992"|"Antarctica"|"H6"|"53.1 g"|"J24 NIPR"|" "
"Yamato 9202"|"Official"|"1992"|"Antarctica"|"Diogenite"|"3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 9203"|"Official"|"1992"|"Antarctica"|"L6"|"525 g"|"J24 NIPR"|" "
"Yamato 9401"|"Official"|"1994"|"Antarctica"|"H4"|"43 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9402"|"Official"|"1994"|"Antarctica"|"H4"|"13.9 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9403"|"Official"|"1994"|"Antarctica"|"H6"|"263 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9404"|"Official"|"1994"|"Antarctica"|"H4"|"6.8 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9405"|"Official"|"1994"|"Antarctica"|"H/L4"|"4.83 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9406"|"Official"|"1994"|"Antarctica"|"H6"|"2.55 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9407"|"Official"|"1994"|"Antarctica"|"H4"|"9.2 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9408"|"Official"|"1994"|"Antarctica"|"H4"|"7 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9409"|"Official"|"1994"|"Antarctica"|"H4"|"2.89 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9410"|"Official"|"1994"|"Antarctica"|"OC"|"1.53 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9411"|"Official"|"1994"|"Antarctica"|"OC"|"1.84 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9412"|"Official"|"1994"|"Antarctica"|"OC"|"1.83 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9413"|"Official"|"1994"|"Antarctica"|"OC"|"0.84 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9414"|"Official"|"1994"|"Antarctica"|"OC"|"2.94 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9415"|"Official"|"1994"|"Antarctica"|"OC"|"0.75 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 9416"|"Official"|"1994"|"Antarctica"|"OC"|"2.9 g"|" NIPR"|"(-71.546940, 35.401940)  "
"Yamato 980001"|"Official"|"1998"|"Antarctica"|"H6"|"1.55 g"|"J26 NIPR"|" "
"Yamato 980002"|"Official"|"1998"|"Antarctica"|"L6"|"1.08 g"|"J26 NIPR"|" "
"Yamato 980003"|"Official"|"1998"|"Antarctica"|"L6"|"307 g"|"J16 NIPR"|" "
"Yamato 980004"|"Official"|"1998"|"Antarctica"|"L6"|"0.45 g"|"J26 NIPR"|" "
