"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Grove Mountains 023587"|"Official"|"2003"|"Antarctica"|"L4"|"3.72 g"|" CARE"|"(-72.984170, 75.246670)  "
"Grove Mountains 023589"|"Official"|"2003"|"Antarctica"|"L5"|"1.57 g"|" CARE"|"(-72.983900, 75.251400)  "
"Grove Mountains 023590"|"Official"|"2003"|"Antarctica"|"LL6"|"1 g"|" CARE"|"(-72.983889, 75.251389)  "
"Grove Mountains 023593"|"Official"|"2003"|"Antarctica"|"L5"|"1.85 g"|" CARE"|"(-72.983889, 75.251389)  "
"Grove Mountains 023594"|"Official"|"2003"|"Antarctica"|"L5"|"1.2 g"|" CARE"|"(-72.983890, 75.251390)  "
"Grove Mountains 023595"|"Official"|"2003"|"Antarctica"|"L6"|"1 g"|" CARE"|"(-72.983890, 75.251390)  "
"Grove Mountains 023598"|"Official"|"2003"|"Antarctica"|"L5"|"1.15 g"|" CARE"|"(-72.983890, 75.251390)  "
"Grove Mountains 023600"|"Official"|"2003"|"Antarctica"|"L6"|"1.06 g"|" CARE"|"(-72.983890, 75.251390)  "
"Grove Mountains 023601"|"Official"|"2003"|"Antarctica"|"L6"|"2.46 g"|" CARE"|"(-72.983889, 75.251389)  "
"Grove Mountains 023608"|"Official"|"2003"|"Antarctica"|"L5 "|"1.08 g"|" CARE"|"(-72.983890, 75.251390)  "
"Grove Mountains 023609"|"Official"|"2003"|"Antarctica"|"L5"|"0.88 g"|" CARE"|"(-72.983890, 75.251390)  "
"Grove Mountains 023610"|"Official"|"2003"|"Antarctica"|"L5"|"0.83 g"|" CARE"|"(-72.983900, 75.251400)  "
"Grove Mountains 023611"|"Official"|"2003"|"Antarctica"|"L5"|"1.72 g"|" CARE"|"(-72.992500, 75.251390)  "
"Grove Mountains 023613"|"Official"|"2003"|"Antarctica"|"L5"|"0.98 g"|" CARE"|"(-72.983890, 75.251390)  "
"Grove Mountains 023689"|"Official"|"2003"|"Antarctica"|"H4"|"0.6 g"|" CARE"|"(-72.983060, 75.252780)  "
"Grove Mountains 023711"|"Official"|"2003"|"Antarctica"|"L6"|"0.46 g"|" CARE"|"(-72.983890, 75.250830)  "
"Grove Mountains 023714"|"Official"|"2003"|"Antarctica"|"L5"|"0.6 g"|" CARE"|"(-72.983889, 75.250833)  "
"Grove Mountains 023732"|"Official"|"2003"|"Antarctica"|"L5"|"0.56 g"|" CARE"|"(-72.983890, 75.251110)  "
"Grove Mountains 023735"|"Official"|"2003"|"Antarctica"|"L5"|"0.56 g"|" CARE"|"(-72.983890, 75.251110)  "
"Grove Mountains 023754"|"Official"|"2003"|"Antarctica"|"L5"|"3.36 g"|" CARE"|"(-72.984170, 75.252220)  "
"Grove Mountains 023756"|"Official"|"2003"|"Antarctica"|"L5"|"2.09 g"|" CARE"|"(-72.984167, 75.252222)  "
"Grove Mountains 023757"|"Official"|"2003"|"Antarctica"|"L5"|"1.81 g"|" CARE"|"(-72.984200, 75.252200)  "
"Grove Mountains 023758"|"Official"|"2003"|"Antarctica"|"L6"|"1.35 g"|" CARE"|"(-72.984444, 75.250000)  "
"Grove Mountains 023759"|"Official"|"2003"|"Antarctica"|"L6"|"1.28 g"|" CARE"|"(-72.984440, 75.250000)  "
"Grove Mountains 023760"|"Official"|"2003"|"Antarctica"|"L4"|"1.05 g"|" CARE"|"(-72.984440, 75.250000)  "
"Grove Mountains 023761"|"Official"|"2003"|"Antarctica"|"L6 "|"0.81 g"|" CARE"|"(-72.984440, 75.250000)  "
"Grove Mountains 023763"|"Official"|"2003"|"Antarctica"|"L5 "|"0.87 g"|" CARE"|"(-72.984440, 75.250000)  "
"Grove Mountains 023768"|"Official"|"2003"|"Antarctica"|"H5"|"5 g"|" CARE"|"(-72.984440, 75.250000)  "
"Grove Mountains 023769"|"Official"|"2003"|"Antarctica"|"H4 "|"53.4 g"|" CARE"|"(-72.984440, 75.250000)  "
"Grove Mountains 023771"|"Official"|"2003"|"Antarctica"|"L5"|"5.1 g"|" CARE"|"(-72.984440, 75.250000)  "
"Grove Mountains 023776"|"Official"|"2003"|"Antarctica"|"L5"|"0.66 g"|" CARE"|"(-72.984444, 75.252500)  "
"Grove Mountains 023778"|"Official"|"2003"|"Antarctica"|"L6"|"1.02 g"|" CARE"|"(-72.984444, 75.252500)  "
"Grove Mountains 023779"|"Official"|"2003"|"Antarctica"|"L6"|"1.09 g"|" CARE"|"(-72.984444, 75.252500)  "
"Grove Mountains 023780"|"Official"|"2003"|"Antarctica"|"L5"|"0.56 g"|" CARE"|"(-72.984444, 75.252500)  "
"Grove Mountains 023781"|"Official"|"2003"|"Antarctica"|"L5"|"0.9 g"|" CARE"|"(-72.984720, 75.249440)  "
"Grove Mountains 023783"|"Official"|"2003"|"Antarctica"|"L6"|"0.48 g"|" CARE"|"(-72.984720, 75.249440)  "
"Grove Mountains 023784"|"Official"|"2003"|"Antarctica"|"L5"|"0.66 g"|" CARE"|"(-72.984722, 75.249444)  "
"Grove Mountains 023787"|"Official"|"2003"|"Antarctica"|"L5"|"0.61 g"|" CARE"|"(-72.984722, 75.249722)  "
"Grove Mountains 023789"|"Official"|"2003"|"Antarctica"|"L5"|"0.61 g"|" CARE"|"(-72.984722, 75.249722)  "
"Grove Mountains 023791"|"Official"|"2003"|"Antarctica"|"L5"|"0.6 g"|" CARE"|"(-72.983610, 75.250280)  "
"Grove Mountains 023819"|"Official"|"2003"|"Antarctica"|"L5"|"0.47 g"|" CARE"|"(-72.983610, 75.250830)  "
"Grove Mountains 023895"|"Official"|"2003"|"Antarctica"|"L6"|"0.46 g"|" CARE"|"(-72.983610, 75.247500)  "
"Grove Mountains 023899"|"Official"|"2003"|"Antarctica"|"L5"|"0.46 g"|" CARE"|"(-72.982200, 75.248900)  "
"Grove Mountains 024006"|"Official"|"2003"|"Antarctica"|"L6"|"0.6 g"|" CARE"|"(-72.983611, 75.252222)  "
"Grove Mountains 024007"|"Official"|"2003"|"Antarctica"|"L5"|"0.8 g"|" CARE"|"(-72.992500, 75.252220)  "
"Grove Mountains 024008"|"Official"|"2003"|"Antarctica"|"L5"|"0.85 g"|" CARE"|"(-72.983611, 75.252222)  "
"Grove Mountains 024009"|"Official"|"2003"|"Antarctica"|"L5"|"0.85 g"|" CARE"|"(-72.983611, 75.252222)  "
"Grove Mountains 024012"|"Official"|"2003"|"Antarctica"|"H5"|"0.48 g"|" CARE"|"(-72.983610, 75.252220)  "
"Grove Mountains 024016"|"Official"|"2003"|"Antarctica"|"L5"|"1.06 g"|" CARE"|"(-72.983611, 75.252222)  "
"Grove Mountains 024060"|"Official"|"2003"|"Antarctica"|"H5"|"200 g"|" CARE"|"(-72.981944, 75.246389)  "
"Grove Mountains 024061"|"Official"|"2003"|"Antarctica"|"L5"|"8.2 g"|" CARE"|"(-72.981900, 75.246700)  "
"Grove Mountains 024063"|"Official"|"2003"|"Antarctica"|"H3"|"0.68 g"|" CARE"|"(-72.981390, 75.245560)  "
"Grove Mountains 024064"|"Official"|"2003"|"Antarctica"|"H5 "|"8.8 g"|" CARE"|"(-72.997500, 75.244170)  "
"Grove Mountains 024065"|"Official"|"2003"|"Antarctica"|"H5"|"10.6 g"|" CARE"|"(-72.997500, 75.244170)  "
"Grove Mountains 024066"|"Official"|"2003"|"Antarctica"|"LL5"|"0.45 g"|" CARE"|"(-72.997500, 75.244170)  "
"Grove Mountains 024129"|"Official"|"2003"|"Antarctica"|"H6"|"24 g"|" CARE"|"(-72.985000, 75.256389)  "
"Grove Mountains 024130"|"Official"|"2003"|"Antarctica"|"H6"|"3.99 g"|" CARE"|"(-72.985000, 75.256670)  "
"Grove Mountains 024131"|"Official"|"2003"|"Antarctica"|"L5"|"1.58 g"|" CARE"|"(-72.984722, 75.256667)  "
"Grove Mountains 024150"|"Official"|"2003"|"Antarctica"|"H5 "|"2.41 g"|" CARE"|"(-72.982500, 75.251670)  "
"Grove Mountains 024153"|"Official"|"2003"|"Antarctica"|"L6"|"1.54 g"|" CARE"|"(-72.982500, 75.251944)  "
"Grove Mountains 024237 **"|"Official"|"2003"|"Antarctica"|"Ureilite"|"1.14 g"|" CARE"|"(-72.982500, 75.250000)  "
"Grove Mountains 024240"|"Official"|"2003"|"Antarctica"|"L6"|"1.56 g"|" CARE"|"(-72.982500, 75.250000)  "
"Grove Mountains 024241"|"Official"|"2003"|"Antarctica"|"L6"|"0.91 g"|" CARE"|"(-72.982500, 75.250000)  "
"Grove Mountains 024242"|"Official"|"2003"|"Antarctica"|"L6"|"1.73 g"|" CARE"|"(-72.982500, 75.250000)  "
"Grove Mountains 024244"|"Official"|"2003"|"Antarctica"|"L6"|"0.65 g"|" CARE"|"(-72.982500, 75.250000)  "
"Grove Mountains 024245"|"Official"|"2003"|"Antarctica"|"LL5"|"0.7 g"|" CARE"|"(-72.982500, 75.250000)  "
"Grove Mountains 024247"|"Official"|"2003"|"Antarctica"|"L5"|"0.48 g"|" CARE"|"(-72.982500, 75.250300)  "
"Grove Mountains 024248"|"Official"|"2003"|"Antarctica"|"L6"|"0.88 g"|" CARE"|"(-72.982500, 75.250300)  "
"Grove Mountains 024249"|"Official"|"2003"|"Antarctica"|"H5"|"1.07 g"|" CARE"|"(-72.982500, 75.250278)  "
"Grove Mountains 024251"|"Official"|"2003"|"Antarctica"|"L6"|"0.87 g"|" CARE"|"(-72.982500, 75.250280)  "
"Grove Mountains 024258"|"Official"|"2003"|"Antarctica"|"L6"|"0.56 g"|" CARE"|"(-72.982500, 75.250278)  "
"Grove Mountains 024259"|"Official"|"2003"|"Antarctica"|"L5"|"0.45 g"|" CARE"|"(-72.982500, 75.250280)  "
"Grove Mountains 024262"|"Official"|"2003"|"Antarctica"|"L5"|"0.45 g"|" CARE"|"(-72.982500, 75.250280)  "
"Grove Mountains 024447"|"Official"|"2003"|"Antarctica"|"L5"|"8.5 g"|" CARE"|"(-72.775000, 75.342220)  "
"Grove Mountains 024448"|"Official"|"2003"|"Antarctica"|"H5"|"0.38 g"|" CARE"|"(-72.775000, 75.329720)  "
"Grove Mountains 024516 **"|"Official"|"2003"|"Antarctica"|"Ureilite"|"24.7 g"|" CARE"|"(-73.000000, 75.200000)  "
"Grove Mountains 024517"|"Official"|"2003"|"Antarctica"|"H5"|"40.5 g"|" CARE"|"(-73.000000, 75.200000)  "
"Grove Mountains 050001"|"Official"|"2005"|"Antarctica"|"L3"|"2.41 g"|" CARE"|"(-73.113056, 75.159722)  "
"Grove Mountains 050002"|"Official"|"2006"|"Antarctica"|"L3"|"2.03 g"|" CARE"|"(-73.113889, 75.165833)  "
"Grove Mountains 050003"|"Official"|"2005"|"Antarctica"|"LL6"|"6.4 g"|" CARE"|"(-73.094444, 75.203333)  "
"Grove Mountains 050004"|"Official"|"2006"|"Antarctica"|"LL4"|"9.2 g"|" CARE"|"(-73.104720, 75.179720)  "
"Grove Mountains 050005"|"Official"|"2006"|"Antarctica"|"L4"|"1.15 g"|" CARE"|"(-73.113889, 75.171667)  "
"Grove Mountains 050006"|"Official"|"2006"|"Antarctica"|"L3"|"2.6 g"|" CARE"|"(-73.113333, 75.164444)  "
"Grove Mountains 050007"|"Official"|"2006"|"Antarctica"|"LL5"|"11.1 g"|" CARE"|"(-73.088889, 75.222778)  "
"Grove Mountains 050008"|"Official"|"2006"|"Antarctica"|"L4"|"1.82 g"|" CARE"|"(-72.995833, 75.185278)  "
"Grove Mountains 050009"|"Official"|"2006"|"Antarctica"|"H3"|"2.58 g"|" CARE"|"(-73.092222, 75.193333)  "
"Grove Mountains 050010"|"Official"|"2006"|"Antarctica"|"H5"|"4.58 g"|" CARE"|"(-73.113610, 75.204440)  "
"Grove Mountains 050011"|"Official"|"2006"|"Antarctica"|"H4"|"7.3 g"|" CARE"|"(-72.995556, 75.193056)  "
"Grove Mountains 050012"|"Official"|"2006"|"Antarctica"|"L3"|"0.8 g"|" CARE"|"(-73.112500, 75.159444)  "
"Grove Mountains 050013"|"Official"|"2006"|"Antarctica"|"L6"|"1.13 g"|" CARE"|"(-73.113611, 75.161389)  "
"Grove Mountains 050014"|"Official"|"2006"|"Antarctica"|"LL6"|"6.3 g"|" CARE"|"(-73.103890, 75.175560)  "
"Grove Mountains 050015"|"Official"|"2006"|"Antarctica"|"L3"|"2.23 g"|" CARE"|"(-73.113889, 75.165833)  "
"Grove Mountains 050016"|"Official"|"2006"|"Antarctica"|"H3"|"0.63 g"|" CARE"|"(-73.113333, 75.103889)  "
"Grove Mountains 050017"|"Official"|"2006"|"Antarctica"|"LL4"|"0.31 g"|" CARE"|"(-73.107500, 75.173611)  "
"Grove Mountains 050018"|"Official"|"2006"|"Antarctica"|"L3"|"0.69 g"|" CARE"|"(-73.114167, 75.165278)  "
"Grove Mountains 050020"|"Official"|"2006"|"Antarctica"|"L3"|"2.16 g"|" CARE"|"(-73.106670, 75.173060)  "
"Grove Mountains 050021"|"Official"|"2006"|"Antarctica"|"H5"|"2.88 g"|" CARE"|"(-73.076110, 75.260000)  "
"Grove Mountains 050022"|"Official"|"2006"|"Antarctica"|"H5"|"3.58 g"|" CARE"|"(-73.074444, 75.180278)  "
"Grove Mountains 050023"|"Official"|"2006"|"Antarctica"|"L6"|"30 mg"|" CARE"|"(-73.107500, 75.152500)  "
"Grove Mountains 050024"|"Official"|"2006"|"Antarctica"|"L3"|"1.51 g"|" CARE"|"(-73.100278, 75.200000)  "
"Grove Mountains 050025"|"Official"|"2006"|"Antarctica"|"H3"|"1.77 g"|" CARE"|"(-72.995830, 75.185280)  "
"Grove Mountains 050026"|"Official"|"2006"|"Antarctica"|"H5"|"68.6 g"|" CARE"|"(-72.993060, 75.207220)  "
"Grove Mountains 050027"|"Official"|"2006"|"Antarctica"|"H5 "|"69.3 g"|" CARE"|"(-72.995560, 75.189170)  "
"Grove Mountains 050028"|"Official"|"2006"|"Antarctica"|"H4"|"8.9 g"|" CARE"|"(-72.995560, 75.194720)  "
"Grove Mountains 050029"|"Official"|"2006"|"Antarctica"|"L5"|"3.38 g"|" CARE"|"(-72.996060, 75.187330)  "
"Grove Mountains 050031"|"Official"|"2006"|"Antarctica"|"H4"|"31.6 g"|" CARE"|"(-73.103889, 75.170000)  "
"Grove Mountains 050033"|"Official"|"2006"|"Antarctica"|"L6"|"628 g"|" CARE"|"(-72.996940, 75.218330)  "
"Grove Mountains 050034"|"Official"|"2006"|"Antarctica"|"L6"|"38.1 g"|" CARE"|"(-72.997780, 75.219440)  "
"Grove Mountains 050035"|"Official"|"2006"|"Antarctica"|"L5"|"43.8 g"|" CARE"|"(-72.999720, 75.194170)  "
"Grove Mountains 050036"|"Official"|"2006"|"Antarctica"|"L5"|"11.4 g"|" CARE"|"(-72.998610, 75.211390)  "
"Grove Mountains 050037"|"Official"|"2006"|"Antarctica"|"L6"|"29.6 g"|" CARE"|"(-72.996670, 75.216670)  "
"Grove Mountains 050038"|"Official"|"2006"|"Antarctica"|"L6"|"12.7 g"|" CARE"|"(-72.998333, 75.215556)  "
"Grove Mountains 050039"|"Official"|"2006"|"Antarctica"|"H6"|"1.82 g"|" CARE"|"(-72.998610, 75.193610)  "
"Grove Mountains 050040"|"Official"|"2006"|"Antarctica"|"H4"|"5.2 g"|" CARE"|"(-72.998611, 75.193611)  "
"Grove Mountains 050041"|"Official"|"2006"|"Antarctica"|"H5"|"3.49 g"|" CARE"|"(-72.995560, 75.206110)  "
"Grove Mountains 050042"|"Official"|"2006"|"Antarctica"|"L5"|"180.5 g"|" CARE"|"(-72.996670, 75.218330)  "
"Grove Mountains 050043"|"Official"|"2006"|"Antarctica"|"L6"|"128.9 g"|" CARE"|"(-72.996670, 75.218060)  "
"Grove Mountains 050044"|"Official"|"2006"|"Antarctica"|"L4"|"66.7 g"|" CARE"|"(-72.996667, 75.218056)  "
"Grove Mountains 050045"|"Official"|"2006"|"Antarctica"|"L5"|"36.7 g"|" CARE"|"(-72.996944, 75.217778)  "
"Grove Mountains 050046"|"Official"|"2006"|"Antarctica"|"L5"|"20.4 g"|" CARE"|"(-73.105000, 75.171389)  "
"Grove Mountains 050047"|"Official"|"2006"|"Antarctica"|"L5"|"16.5 g"|" CARE"|"(-72.996940, 75.217500)  "
"Grove Mountains 050048"|"Official"|"2006"|"Antarctica"|"L6"|"15.3 g"|" CARE"|"(-72.992500, 75.218060)  "
"Grove Mountains 050049"|"Official"|"2006"|"Antarctica"|"L6"|"10.2 g"|" CARE"|"(-72.996670, 75.217500)  "
"Grove Mountains 050050"|"Official"|"2006"|"Antarctica"|"L5"|"11.9 g"|" CARE"|"(-72.996944, 75.218333)  "
"Grove Mountains 050051"|"Official"|"2006"|"Antarctica"|"L5"|"5.1 g"|" CARE"|"(-72.996944, 75.218333)  "
"Grove Mountains 050052"|"Official"|"2006"|"Antarctica"|"L6"|"4.44 g"|" CARE"|"(-72.996860, 75.218330)  "
"Grove Mountains 050053"|"Official"|"2006"|"Antarctica"|"L5"|"3.74 g"|" CARE"|"(-72.996860, 75.218330)  "
"Grove Mountains 050057"|"Official"|"2006"|"Antarctica"|"L5"|"11.9 g"|" CARE"|"(-72.991667, 75.234722)  "
"Grove Mountains 050058"|"Official"|"2006"|"Antarctica"|"L6"|"8.6 g"|" CARE"|"(-72.991944, 75.234444)  "
"Grove Mountains 050059"|"Official"|"2006"|"Antarctica"|"L5"|"5.2 g"|" CARE"|"(-72.992500, 75.234440)  "
"Grove Mountains 050062"|"Official"|"2006"|"Antarctica"|"L5"|"1.6 g"|" CARE"|"(-72.993333, 75.234167)  "
"Grove Mountains 050066"|"Official"|"2006"|"Antarctica"|"L5"|"3.27 g"|" CARE"|"(-72.996080, 75.211440)  "
"Grove Mountains 050071"|"Official"|"2006"|"Antarctica"|"H5"|"24.3 g"|" CARE"|"(-72.990560, 75.227780)  "
"Grove Mountains 050073"|"Official"|"2006"|"Antarctica"|"H6"|"2.41 g"|" CARE"|"(-73.080560, 75.148890)  "
"Grove Mountains 050074"|"Official"|"2006"|"Antarctica"|"H5"|"3.24 g"|" CARE"|"(-72.996110, 75.187220)  "
"Grove Mountains 050076"|"Official"|"2006"|"Antarctica"|"H5"|"1.18 g"|" CARE"|"(-73.091110, 75.161110)  "
"Grove Mountains 050077"|"Official"|"2006"|"Antarctica"|"L6"|"2.98 g"|" CARE"|"(-73.093611, 75.190556)  "
"Grove Mountains 050080"|"Official"|"2006"|"Antarctica"|"H5"|"1.33 g"|" CARE"|"(-73.086111, 75.234167)  "
"Grove Mountains 050081"|"Official"|"2006"|"Antarctica"|"H5"|"3.49 g"|" CARE"|"(-73.003060, 75.173330)  "
"Grove Mountains 050083"|"Official"|"2006"|"Antarctica"|"H4"|"89.6 g"|" CARE"|"(-73.001390, 75.185280)  "
"Grove Mountains 050084"|"Official"|"2006"|"Antarctica"|"L6"|"423 g"|" CARE"|"(-72.995278, 75.205833)  "
"Grove Mountains 050087"|"Official"|"2006"|"Antarctica"|"H5"|"8.9 g"|" CARE"|"(-72.989720, 75.205830)  "
"Grove Mountains 050089"|"Official"|"2006"|"Antarctica"|"H4"|"910 g"|" CARE"|"(-72.985830, 75.167220)  "
"Grove Mountains 050090"|"Official"|"2006"|"Antarctica"|"H4"|"3.61 g"|" CARE"|"(-73.006110, 75.173060)  "
"Grove Mountains 050091"|"Official"|"2006"|"Antarctica"|"L5"|"1.33 g"|" CARE"|"(-73.001667, 75.180278)  "
"Grove Mountains 050092"|"Official"|"2006"|"Antarctica"|"H6"|"1.07 g"|" CARE"|"(-73.003610, 75.173330)  "
"Grove Mountains 050093"|"Official"|"2006"|"Antarctica"|"H5"|"4.97 g"|" CARE"|"(-73.000560, 75.190560)  "
"Grove Mountains 050095"|"Official"|"2006"|"Antarctica"|"H6"|"1.55 g"|" CARE"|"(-73.075000, 75.255278)  "
"Grove Mountains 050099"|"Official"|"2006"|"Antarctica"|"H5"|"8.8 g"|" CARE"|"(-72.992500, 75.233610)  "
"Grove Mountains 050103"|"Official"|"2006"|"Antarctica"|"L5"|"5.3 g"|" CARE"|"(-72.979810, 75.265720)  "
"Grove Mountains 050104"|"Official"|"2006"|"Antarctica"|"L6"|"2.87 g"|" CARE"|"(-72.978610, 75.266670)  "
"Grove Mountains 050105"|"Official"|"2006"|"Antarctica"|"L5"|"5.9 g"|" CARE"|"(-72.982940, 75.261500)  "
"Grove Mountains 050106"|"Official"|"2006"|"Antarctica"|"L6"|"9.1 g"|" CARE"|"(-72.978611, 75.264722)  "
"Grove Mountains 050108"|"Official"|"2006"|"Antarctica"|"H4"|"5.3 g"|" CARE"|"(-72.980140, 75.262530)  "
"Grove Mountains 050109"|"Official"|"2006"|"Antarctica"|"L5"|"7.4 g"|" CARE"|"(-72.978170, 75.268530)  "
"Grove Mountains 050110"|"Official"|"2006"|"Antarctica"|"L5"|"3.38 g"|" CARE"|"(-72.977890, 75.266200)  "
"Grove Mountains 050111"|"Official"|"2006"|"Antarctica"|"L5"|"6 g"|" CARE"|"(-72.979440, 75.263060)  "
"Grove Mountains 050113"|"Official"|"2006"|"Antarctica"|"H4"|"3.96 g"|" CARE"|"(-72.980470, 75.261780)  "
"Grove Mountains 050114"|"Official"|"2006"|"Antarctica"|"L5"|"2.96 g"|" CARE"|"(-72.978056, 75.269444)  "
"Grove Mountains 050115"|"Official"|"2006"|"Antarctica"|"H3"|"4.59 g"|" CARE"|"(-72.977500, 75.267780)  "
"Grove Mountains 050118"|"Official"|"2006"|"Antarctica"|"L4"|"45.9 g"|" CARE"|"(-72.980833, 75.260278)  "
"Grove Mountains 050119"|"Official"|"2006"|"Antarctica"|"L6 "|"21.8 g"|" CARE"|"(-72.976670, 75.263610)  "
"Grove Mountains 050120"|"Official"|"2006"|"Antarctica"|"L4"|"23.2 g"|" CARE"|"(-72.977030, 75.263000)  "
"Grove Mountains 050121"|"Official"|"2006"|"Antarctica"|"L5"|"21.9 g"|" CARE"|"(-72.976111, 75.268889)  "
"Grove Mountains 050122"|"Official"|"2006"|"Antarctica"|"H4"|"7.8 g"|" CARE"|"(-72.975830, 75.268060)  "
"Grove Mountains 050123"|"Official"|"2006"|"Antarctica"|"L6"|"2.79 g"|" CARE"|"(-72.984440, 75.258890)  "
"Grove Mountains 050125"|"Official"|"2006"|"Antarctica"|"L5"|"2.25 g"|" CARE"|"(-73.085833, 75.220000)  "
"Grove Mountains 050127"|"Official"|"2006"|"Antarctica"|"H5 "|"155.9 g"|" CARE"|"(-72.983610, 75.258330)  "
"Grove Mountains 050128"|"Official"|"2006"|"Antarctica"|"L6"|"3.7 kg"|" CARE"|"(-72.978330, 75.260280)  "
"Grove Mountains 050129"|"Official"|"2006"|"Antarctica"|"H6"|"18.9 g"|" CARE"|"(-72.983060, 75.257780)  "
"Grove Mountains 050130"|"Official"|"2006"|"Antarctica"|"H5"|"3.42 g"|" CARE"|"(-72.975170, 75.270140)  "
"Grove Mountains 050132"|"Official"|"2006"|"Antarctica"|"L4"|"0.36 g"|" CARE"|"(-72.981390, 75.257780)  "
"Grove Mountains 050133"|"Official"|"2006"|"Antarctica"|"H4"|"10.6 g"|" CARE"|"(-72.981860, 75.257250)  "
"Grove Mountains 050135"|"Official"|"2006"|"Antarctica"|"H6"|"1.45 g"|" CARE"|"(-72.975000, 75.260556)  "
"Grove Mountains 050137"|"Official"|"2006"|"Antarctica"|"L5 "|"0.51 g"|" CARE"|"(-72.978610, 75.256940)  "
"Grove Mountains 050165"|"Official"|"2006"|"Antarctica"|"H3"|"3.08 g"|" CARE"|"(-72.976940, 75.262500)  "
"Grove Mountains 050166 **"|"Official"|"2006"|"Antarctica"|"L3"|"11.3 g"|" CARE"|"(-72.975310, 75.271890)  "
"Grove Mountains 050168 **"|"Official"|"2006"|"Antarctica"|"L3"|"7.4 g"|" CARE"|"(-72.976610, 75.265280)  "
"Grove Mountains 050169"|"Official"|"2006"|"Antarctica"|"L5"|"2.89 g"|" CARE"|"(-72.976670, 75.262220)  "
"Grove Mountains 050170"|"Official"|"2006"|"Antarctica"|"L5"|"3.44 g"|" CARE"|"(-72.975970, 75.265670)  "
"Grove Mountains 050173"|"Official"|"2006"|"Antarctica"|"L5"|"2.21 g"|" CARE"|"(-72.980000, 75.248610)  "
"Grove Mountains 050175"|"Official"|"2006"|"Antarctica"|"H4"|"28 g"|" CARE"|"(-72.965000, 75.227220)  "
"Grove Mountains 050176"|"Official"|"2006"|"Antarctica"|"L6"|"74.3 g"|" CARE"|"(-72.978330, 75.291100)  "
"Grove Mountains 050177"|"Official"|"2006"|"Antarctica"|"L4"|"3.48 g"|" CARE"|"(-72.963060, 75.215280)  "
"Grove Mountains 050178"|"Official"|"2006"|"Antarctica"|"H5"|"4.01 g"|" CARE"|"(-72.962220, 75.216110)  "
"Grove Mountains 050179 **"|"Official"|"2006"|"Antarctica"|"CM2"|"5 g"|" CARE"|"(-72.958890, 75.223330)  "
"Grove Mountains 050180"|"Official"|"2006"|"Antarctica"|"L5"|"16.7 g"|" CARE"|"(-72.960000, 75.229170)  "
"Grove Mountains 050181"|"Official"|"2006"|"Antarctica"|"H5"|"111.5 g"|" CARE"|"(-72.965000, 75.227220)  "
"Grove Mountains 050182"|"Official"|"2006"|"Antarctica"|"L5"|"26.9 g"|" CARE"|"(-72.959170, 75.236390)  "
"Grove Mountains 050183"|"Official"|"2006"|"Antarctica"|"H4"|"10.1 g"|" CARE"|"(-72.958500, 75.230580)  "
"Grove Mountains 050184"|"Official"|"2006"|"Antarctica"|"L6"|"2.17 g"|" CARE"|"(-72.963889, 75.218056)  "
"Grove Mountains 050185"|"Official"|"2006"|"Antarctica"|"H6"|"2.25 g"|" CARE"|"(-73.108056, 75.204167)  "
"Grove Mountains 050188"|"Official"|"2006"|"Antarctica"|"H4"|"6.2 g"|" CARE"|"(-72.973310, 75.269190)  "
"Grove Mountains 050189"|"Official"|"2006"|"Antarctica"|"H3"|"22 g"|" CARE"|"(-72.975000, 75.270000)  "
"Grove Mountains 050190"|"Official"|"2006"|"Antarctica"|"L6"|"8.9 g"|" CARE"|"(-72.975280, 75.269440)  "
"Grove Mountains 050191 **"|"Official"|"2006"|"Antarctica"|"LL3"|"8 g"|" CARE"|"(-72.975080, 75.270170)  "
"Grove Mountains 050192"|"Official"|"2006"|"Antarctica"|"L5"|"5.7 g"|" CARE"|"(-72.963220, 75.230580)  "
"Grove Mountains 050193"|"Official"|"2006"|"Antarctica"|"H4"|"298 g"|" CARE"|"(-72.983610, 75.238060)  "
"Grove Mountains 050194"|"Official"|"2006"|"Antarctica"|"L6"|"130.5 g"|" CARE"|"(-72.975560, 75.271670)  "
"Grove Mountains 050195"|"Official"|"2006"|"Antarctica"|"H5"|"4.19 g"|" CARE"|"(-72.973610, 75.279170)  "
"Grove Mountains 050199"|"Official"|"2006"|"Antarctica"|"L5"|"80.4 g"|" CARE"|"(-72.953890, 75.234170)  "
"Grove Mountains 050200"|"Official"|"2006"|"Antarctica"|"H3"|"84 g"|" CARE"|"(-72.980560, 75.251670)  "
"Grove Mountains 050201"|"Official"|"2006"|"Antarctica"|"L3"|"72.3 g"|" CARE"|"(-72.973889, 75.275000)  "
"Grove Mountains 050202"|"Official"|"2006"|"Antarctica"|"L3-6"|"51.2 g"|" CARE"|"(-72.983333, 75.252222)  "
"Grove Mountains 050203"|"Official"|"2006"|"Antarctica"|"H4"|"17 g"|" CARE"|"(-72.973610, 75.268060)  "
"Grove Mountains 050204"|"Official"|"2006"|"Antarctica"|"L4"|"9.7 g"|" CARE"|"(-72.974170, 75.275000)  "
"Grove Mountains 050205"|"Official"|"2006"|"Antarctica"|"H6"|"11.7 g"|" CARE"|"(-72.953610, 75.237220)  "
"Grove Mountains 050206"|"Official"|"2006"|"Antarctica"|"H4"|"9.9 g"|" CARE"|"(-72.974720, 75.270670)  "
